"Week","cmort","temp","humid","partic","cmort02","temp02","humid02","partic02","cmort05","temp05","humid05","partic05","cmort10","temp10","humid10","partic10","cmort25","temp25","humid25","partic25","cmort67","temp67","humid67","partic67"
118,83.77,66.2,61.68,24.24,87.64858,76.69117,60.12199,35.74429,88.54176,76.68035,60.41306,37.04803,90.88495,75.82879,60.09609,41.68323,92.91359,73.34496,58.29637,48.23566,92.08677,73.65024,58.66834,48.01773
119,98.26,80.79,57.93,37.13,87.04926,77.61446,61.06959,35.01336,88.35091,77.46597,60.41288,36.51049,90.42877,76.26771,60.13984,41.15863,92.91318,73.2612,58.32396,48.22552,92.06557,73.64309,58.68796,47.98015
120,82.87,84.12,62.31,38.01,86.44995,78.53775,62.01719,34.28242,88.16007,78.25159,60.41269,35.97295,89.9726,76.70663,60.18359,40.63404,92.91277,73.17744,58.35156,48.21539,92.04438,73.63595,58.70758,47.94258
121,85.51,75.52,69.24,32.22,85.85063,79.46104,62.96479,33.55148,87.96922,79.03721,60.4125,35.4354,89.51642,77.14555,60.22734,40.10945,92.91236,73.09367,58.37915,48.20525,92.02318,73.6288,58.72719,47.905
122,84.67,81.55,61.7,32.86,86.39507,80.19991,62.05418,33.90616,87.88047,79.56571,60.42882,35.47824,89.34782,77.32941,60.16797,40.15626,92.88186,73.03455,58.42551,48.12075,92.00192,73.62166,58.74666,47.86727
123,84.45,75.88,64.71,25.83,86.93951,80.93878,61.14358,34.26084,87.79172,80.09421,60.44514,35.52108,89.17921,77.51327,60.1086,40.20306,92.85137,72.97543,58.47186,48.03625,91.98065,73.61452,58.76613,47.82954
124,93.96,82.45,64.22,37.95,87.48395,81.67766,60.23297,34.61553,87.70297,80.62272,60.46146,35.56391,89.0106,77.69713,60.04923,40.24987,92.82088,72.91631,58.51822,47.95176,91.95939,73.60738,58.7856,47.7918
125,82.47,84.86,55.85,36.93,88.02839,82.41653,59.32236,34.97021,87.61422,81.15122,60.47777,35.60675,88.842,77.881,59.98986,40.29668,92.79039,72.85719,58.56458,47.86726,91.93813,73.60025,58.80506,47.75407
126,89.18,84.93,63.05,34.03,88.57283,83.1554,58.41175,35.32489,87.52546,81.67973,60.49409,35.64958,88.67339,78.06486,59.93049,40.34348,92.75989,72.79807,58.61093,47.78276,91.91687,73.59311,58.82453,47.71634
127,87.33,79.73,57.14,27.68,88.3464,83.167,58.68415,35.72769,87.52251,81.65148,60.34909,36.34786,88.78331,78.01418,59.79927,40.94193,92.69202,72.7846,58.67204,47.63387,91.89549,73.586,58.84383,47.67838
128,92.67,97.2,37.78,52.62,88.11998,83.17859,58.95654,36.13049,87.51955,81.62323,60.20408,37.04613,88.89324,77.96349,59.66806,41.54038,92.62414,72.77114,58.73314,47.48497,91.87412,73.57889,58.86312,47.64042
129,93.83,85.97,56.74,36.51,87.89355,83.19019,59.22893,36.5333,87.51659,81.59498,60.05907,37.7444,89.00316,77.91281,59.53685,42.13882,92.55626,72.75767,58.79424,47.33607,91.85275,73.57178,58.88242,47.60246
130,86.65,82,67.52,33.53,87.66713,83.20178,59.50133,36.9361,87.51364,81.56673,59.91406,38.44268,89.11308,77.86213,59.40563,42.73727,92.48838,72.7442,58.85534,47.18718,91.83137,73.56467,58.90171,47.5645
131,89.35,81.95,55.27,39.94,87.44071,83.21337,59.77372,37.3389,87.51068,81.53847,59.76906,39.14095,89.22301,77.81145,59.27442,43.33572,92.42051,72.73074,58.91645,47.03828,91.81,73.55756,58.92101,47.52654
132,77.97,83.56,60.24,36.85,87.28132,82.38498,59.90213,38.60947,87.70816,80.84703,59.71456,40.59566,89.51802,77.50957,59.10273,44.1874,92.32024,72.76654,58.98157,46.85616,91.78846,73.55048,58.94011,47.4883
133,86.06,86.14,62.28,38.93,87.12193,81.55659,60.03055,39.88004,87.90564,80.15559,59.66007,42.05037,89.81303,77.2077,58.93104,45.03908,92.21997,72.80233,59.04669,46.67404,91.76693,73.54341,58.95921,47.45005
134,83.34,77.63,68.02,24.55,86.96254,80.72819,60.15896,41.15061,88.10312,79.46415,59.60558,43.50508,90.10804,76.90582,58.75935,45.89076,92.1197,72.83813,59.11182,46.49192,91.74539,73.53634,58.97831,47.41181
135,87.35,77.19,60.77,48.89,86.80316,79.8998,60.28738,42.42118,88.30059,78.77271,59.55109,44.95979,90.40305,76.60395,58.58766,46.74243,92.01943,72.87393,59.17694,46.3098,91.72386,73.52926,58.99741,47.37357
136,90.58,82.16,53.1,48.69,86.64377,79.07141,60.41579,43.69175,88.49807,78.08127,59.4966,46.4145,90.69807,76.30207,58.41597,47.59411,91.91916,72.90973,59.24206,46.12768,91.70232,73.52219,59.01651,47.33533
137,84.72,78.57,65.92,42.71,87.58541,77.58155,60.0711,46.4851,89.2661,77.16036,59.02222,48.26159,91.04034,75.79988,58.30921,48.22177,91.80211,72.9772,59.29853,45.95733,91.68056,73.51515,59.03538,47.29676
138,88.32,78.92,52.9,42.34,88.52705,76.09169,59.7264,49.27846,90.03412,76.23945,58.54784,50.10869,91.38262,75.29769,58.20246,48.84943,91.68506,73.04466,59.355,45.78699,91.65879,73.5081,59.05425,47.25819
139,82.62,74.47,59.72,50.98,89.46869,74.60184,59.3817,52.07181,90.80215,75.31854,58.07346,51.95578,91.72489,74.7955,58.0957,49.47709,91.56801,73.11213,59.41147,45.61664,91.63703,73.50106,59.07312,47.21962
140,92.52,71.01,69.58,56.67,90.41033,73.11198,59.037,54.86516,91.57017,74.39763,57.59907,53.80288,92.06717,74.29331,57.98895,50.10475,91.45096,73.1796,59.46794,45.44629,91.61526,73.49401,59.09199,47.18106
141,86.73,72.2,51.77,61.51,91.35197,71.62212,58.69231,57.65852,92.3382,73.47672,57.12469,55.64998,92.40944,73.79112,57.8822,50.73241,91.33391,73.24706,59.52441,45.27594,91.5935,73.48697,59.11087,47.14249
142,99.54,72.59,52.47,73.11,92.90346,71.35073,57.43649,59.20455,93.71757,72.68314,56.66869,56.92428,92.562,73.23276,57.88344,50.94592,91.22426,73.31533,59.56475,45.16346,91.57141,73.47994,59.12947,47.10356
143,95.5,65.8,61.4,57.48,94.45494,71.07933,56.18067,60.75059,95.09694,71.88956,56.21268,58.19858,92.71455,72.6744,57.88469,51.15943,91.11461,73.3836,59.60508,45.05098,91.54933,73.47291,59.14807,47.06464
144,92.34,64.16,73.12,56.63,96.00643,70.80794,54.92485,62.29662,96.47631,71.09598,55.75668,59.47288,92.8671,72.11604,57.88594,51.37294,91.00496,73.45186,59.64542,44.9385,91.52724,73.46588,59.16667,47.02572
145,97.49,73.18,39.77,67.47,97.55792,70.53654,53.66903,63.84266,97.85569,70.3024,55.30068,60.74718,93.01966,71.55769,57.88719,51.58645,90.89531,73.52013,59.68576,44.82602,91.50516,73.45885,59.18527,46.98679
146,97.9,74.71,48.32,71.64,99.10941,70.26515,52.41321,65.38869,99.23506,69.50882,54.84467,62.02148,93.17221,70.99933,57.88843,51.79997,90.78565,73.5884,59.7261,44.71354,91.48308,73.45182,59.20387,46.94787
147,97.54,50.91,59.89,54.52,102.4454,69.56002,52.48994,65.38466,99.2767,69.0128,54.94657,61.49605,93.25383,70.59868,57.93739,51.66551,90.70672,73.62793,59.75093,44.68786,91.46052,73.4448,59.22215,46.90854
148,103.78,66.46,33.42,74.98,105.78139,68.85489,52.56668,65.38062,99.31834,68.51678,55.04847,60.97063,93.33545,70.19804,57.98635,51.53105,90.6278,73.66747,59.77576,44.66218,91.43796,73.43779,59.24042,46.86922
149,110.17,75.48,57.07,74.95,109.11739,68.14976,52.64341,65.37658,99.35998,68.02076,55.15037,60.4452,93.41707,69.79739,58.03531,51.3966,90.54887,73.70701,59.80059,44.6365,91.4154,73.43078,59.2587,46.82989
150,116.04,67.78,28.5,57.3,112.45338,67.44463,52.72014,65.37254,99.40163,67.52474,55.25227,59.91977,93.49869,69.39675,58.08427,51.26214,90.46994,73.74655,59.82542,44.61082,91.39284,73.42376,59.27697,46.79056
151,132.04,56.68,50.04,71.59,115.78937,66.7395,52.79688,65.3685,99.44327,67.02872,55.35418,59.39434,93.58032,68.9961,58.13322,51.12768,90.39101,73.78608,59.85024,44.58515,91.37028,73.41675,59.29525,46.75124
152,126.95,70.08,68.59,69.8,113.95985,66.4001,54.04582,62.28546,99.25101,66.69061,55.9997,57.5613,93.59696,68.87423,58.23257,50.68165,90.35596,73.78078,59.86524,44.64591,91.34694,73.40982,59.31315,46.71144
153,121.11,58.58,57.42,47.92,112.13032,66.0607,55.29477,59.20242,99.05875,66.35249,56.64523,55.72825,93.61361,68.75236,58.33191,50.23561,90.32092,73.77548,59.88024,44.70668,91.3236,73.4029,59.33105,46.67164
154,119.3,67.7,44.68,63.78,110.30079,65.72131,56.54372,56.11939,98.86648,66.01438,57.29076,53.8952,93.63025,68.63049,58.43125,49.78957,90.28587,73.77018,59.89524,44.76744,91.30027,73.39597,59.34894,46.63184
155,118.2,63.88,61.23,59.76,108.47126,65.38191,57.79267,53.03635,98.67422,65.67627,57.93629,52.06215,93.6469,68.50862,58.53059,49.34353,90.25083,73.76488,59.91024,44.82821,91.27693,73.38904,59.36684,46.59204
156,102.36,59.07,88.31,40.04,106.64173,65.04251,59.04162,49.95331,98.48196,65.33815,58.58182,50.22911,93.66355,68.38675,58.62993,48.8975,90.21579,73.75958,59.92523,44.88898,91.25359,73.38212,59.38474,46.55224
157,98.44,68.55,50.32,47.44,103.81309,64.89021,59.64432,47.336,97.59963,65.57165,59.03245,48.40533,93.52564,68.58099,58.82667,48.14308,90.224,73.71014,59.93908,45.00571,91.22894,73.37548,59.40222,46.51192
158,97.87,68.35,64.49,42.77,100.98446,64.7379,60.24702,44.71868,96.71729,65.80514,59.48308,46.58156,93.38774,68.77522,59.02341,47.38867,90.23222,73.66071,59.95293,45.12245,91.20428,73.36885,59.4197,46.4716
159,92.98,65.6,70.99,41.51,98.15582,64.58559,60.84971,42.10137,95.83496,66.03864,59.9337,44.75778,93.24984,68.96945,59.22014,46.63426,90.24044,73.61127,59.96677,45.23918,91.17963,73.36221,59.43719,46.43128
160,96.16,58.75,73.58,31.86,95.32718,64.43328,61.45241,39.48405,94.95262,66.27213,60.38433,42.93401,93.11193,69.16369,59.41688,45.87985,90.24865,73.56184,59.98062,45.35591,91.15497,73.35558,59.45467,46.39096
161,86.83,65.67,51,41.68,92.49855,64.28097,62.05511,36.86674,94.07029,66.50563,60.83496,41.11023,92.97403,69.35792,59.61361,45.12544,90.25687,73.5124,59.99446,45.47265,91.13032,73.34895,59.47215,46.35064
162,91.09,59.85,68.02,29.07,92.34012,65.40346,61.48109,36.93075,93.32384,67.17121,61.09006,40.24216,92.5907,69.7864,59.87173,44.29486,90.29295,73.4332,60.01387,45.59691,91.10347,73.34307,59.48922,46.30993
163,92.5,63.95,52.48,30.83,92.1817,66.52594,60.90707,36.99477,92.5774,67.83679,61.34517,39.37408,92.20737,70.21488,60.12985,43.46428,90.32902,73.35401,60.03328,45.72116,91.07662,73.33719,59.50628,46.26922
164,90.64,77.14,33.34,44.48,92.02327,67.64843,60.33305,37.05878,91.83095,68.50237,61.60027,38.50601,91.82405,70.64336,60.38797,42.6337,90.3651,73.27481,60.05269,45.84542,91.04976,73.33132,59.52335,46.22851
165,80.69,66.59,69.43,38.35,91.86484,68.77092,59.75903,37.12279,91.0845,69.16795,61.85538,37.63793,91.44072,71.07184,60.64609,41.80312,90.40118,73.19561,60.0721,45.96967,91.02291,73.32544,59.54042,46.1878
166,99.91,72.86,41.21,30.98,91.70642,69.89341,59.18501,37.18681,90.33806,69.83354,62.11048,36.76986,91.05739,71.50032,60.90421,40.97255,90.43725,73.11641,60.09151,46.09393,90.99606,73.31956,59.55749,46.14709
167,89.09,67.87,69.82,37.46,90.72039,70.8185,60.27503,36.87134,89.85528,70.81488,62.17419,36.71168,90.58251,71.98384,61.10201,40.46256,90.47895,73.03099,60.11827,46.17738,90.96476,73.31576,59.57348,46.1099
168,94.25,73.61,52.8,39.57,89.73437,71.74358,61.36505,36.55588,89.37249,71.79622,62.2379,36.6535,90.10763,72.46735,61.29981,39.95257,90.52064,72.94556,60.14504,46.26084,90.93346,73.31196,59.58948,46.07271
169,93.33,71.45,70.46,40.28,88.74835,72.66867,62.45507,36.24041,88.88971,72.77756,62.30161,36.59532,89.63274,72.95087,61.49761,39.44259,90.56234,72.86013,60.17181,46.34429,90.90216,73.30816,59.60548,46.03552
170,84.08,69.97,74.58,31.64,87.76232,73.59376,63.54509,35.92495,88.40693,73.7589,62.36532,36.53714,89.15786,73.43439,61.69541,38.9326,90.60404,72.77471,60.19858,46.42774,90.87086,73.30436,59.62148,45.99833
171,86.37,78.49,57.91,36.16,86.7763,74.51885,64.6351,35.60948,87.92415,74.74024,62.42903,36.47895,88.68298,73.9179,61.89321,38.42262,90.64573,72.68928,60.22535,46.51119,90.83956,73.30057,59.63747,45.96114
172,86.61,72.52,68.79,26.97,86.43994,75.55427,64.19496,35.87833,87.42589,75.55043,62.5605,36.44065,88.36103,74.32878,61.9152,38.49025,90.67394,72.62547,60.25536,46.52487,90.80448,73.29879,59.64971,45.93002
173,82.47,84.84,58.96,45.76,86.10358,76.5897,63.75481,36.14717,86.92763,76.36063,62.69197,36.40235,88.03908,74.73966,61.93719,38.55789,90.70215,72.56165,60.28536,46.53855,90.7694,73.29702,59.66194,45.89891
174,82.73,72.97,64.96,28.17,85.76722,77.62512,63.31467,36.41601,86.42938,77.17082,62.82345,36.36404,87.71713,75.15054,61.95918,38.62552,90.73036,72.49784,60.31537,46.55224,90.73432,73.29524,59.67417,45.86779
175,98.29,96.23,39.19,47.48,85.43086,78.66054,62.87452,36.68486,85.93112,77.98101,62.95492,36.32574,87.39518,75.56142,61.98117,38.69316,90.75856,72.43403,60.34538,46.56592,90.69924,73.29347,59.68641,45.83667
176,87.02,81.68,65.75,37.47,85.0945,79.69596,62.43438,36.9537,85.43286,78.7912,63.08639,36.28744,87.07323,75.9723,62.00317,38.76079,90.78677,72.37021,60.37539,46.5796,90.66416,73.2917,59.69864,45.80556
177,91.13,83.17,62.19,38.23,84.69465,80.20647,62.52066,36.77341,85.17114,79.07353,63.09972,36.44734,86.96779,76.1593,61.90785,39.32962,90.78867,72.35107,60.40842,46.51823,90.62783,73.29102,59.71026,45.77556
178,80.23,79.42,66,30.47,84.29481,80.71697,62.60694,36.59312,84.90942,79.35586,63.11305,36.60724,86.86235,76.34629,61.81252,39.89845,90.79056,72.33193,60.44144,46.45686,90.59149,73.29035,59.72188,45.74557
179,81.36,78.64,65.55,32.5,83.89496,81.22748,62.69321,36.41283,84.6477,79.63819,63.12638,36.76715,86.75691,76.53329,61.7172,40.46728,90.79246,72.31279,60.47447,46.3955,90.55515,73.28967,59.7335,45.71557
180,82.8,86.44,58.69,42.1,83.49512,81.73798,62.77949,36.23254,84.38598,79.92052,63.13971,36.92705,86.65147,76.72029,61.62188,41.03611,90.79435,72.29364,60.5075,46.33413,90.51881,73.289,59.74513,45.68557
181,87.24,82.08,66.84,33.92,83.09527,82.24849,62.86577,36.05225,84.12426,80.20284,63.15304,37.08695,86.54603,76.90728,61.52656,41.60494,90.79625,72.2745,60.54053,46.27276,90.48248,73.28832,59.75675,45.65558
182,79.37,80.73,64.82,30.54,83.17356,81.36712,63.18486,36.44083,84.1436,79.96782,62.80784,38.17063,86.67259,76.79656,61.44462,42.41359,90.76698,72.30888,60.57593,46.15475,90.44493,73.28883,59.76802,45.62663
183,86.83,87.68,60.07,45.7,83.25184,80.48575,63.50395,36.8294,84.16293,79.73279,62.46264,39.2543,86.79916,76.68584,61.36269,43.22223,90.73772,72.34325,60.61133,46.03674,90.40738,73.28934,59.7793,45.59767
184,82,81.44,54.82,37.03,83.33013,79.60437,63.82304,37.21798,84.18226,79.49777,62.11745,40.33797,86.92572,76.57512,61.28075,44.03087,90.70845,72.37762,60.64674,45.91873,90.36984,73.28985,59.79058,45.56872
185,77.96,77.34,66.31,30.5,83.40842,78.723,64.14213,37.60656,84.2016,79.26274,61.77225,41.42164,87.05229,76.4644,61.19881,44.83952,90.67918,72.412,60.68214,45.80072,90.33229,73.29037,59.80185,45.53977
186,79.69,75.18,69.87,33.47,83.4867,77.84163,64.46122,37.99513,84.22093,79.02772,61.42705,42.50532,87.17885,76.35368,61.11687,45.64816,90.64992,72.44637,60.71754,45.6827,90.29474,73.29088,59.81313,45.51082
187,87.32,75.85,67.6,36.95,83.89498,78.0251,62.55234,41.28113,84.72724,78.28788,60.94618,44.21066,87.46996,75.99488,61.06391,46.49243,90.59599,72.52426,60.75194,45.54684,90.25618,73.29248,59.8241,45.48303
188,85.33,74.24,71.33,41.08,84.30326,78.20857,60.64346,44.56712,85.23356,77.54805,60.46531,45.916,87.76107,75.63608,61.01096,47.33669,90.54206,72.60215,60.78633,45.41097,90.21761,73.29408,59.83507,45.45524
189,92.02,87.78,42.37,56.16,84.71153,78.39204,58.73458,47.85312,85.73987,76.80822,59.98444,47.62134,88.05218,75.27728,60.958,48.18096,90.48814,72.68003,60.82072,45.2751,90.17904,73.29568,59.84604,45.42745
190,84.03,69.09,72.85,41.31,85.11981,78.5755,56.8257,51.13911,86.24619,76.06839,59.50357,49.32668,88.34328,74.91848,60.90504,49.02523,90.43421,72.75792,60.85512,45.13924,90.14048,73.29728,59.85702,45.39966
191,83.45,82.08,45.7,66.01,85.52809,78.75897,54.91683,54.4251,86.7525,75.32856,59.0227,51.03203,88.63439,74.55968,60.85209,49.86949,90.38029,72.83581,60.88951,45.00337,90.10191,73.29888,59.86799,45.37187
192,82.35,79.84,58.57,56.46,86.63501,76.93058,55.23053,55.67376,87.68732,74.52469,58.87298,52.73365,89.02884,74.09478,60.8601,50.48933,90.31742,72.93285,60.91507,44.89765,90.06268,73.3013,59.87854,45.34554
193,89.17,82.8,44.41,62.06,87.74193,75.10218,55.54423,56.92242,88.62213,73.72082,58.72327,54.43528,89.42329,73.62987,60.86811,51.10917,90.25456,73.0299,60.94062,44.79193,90.02346,73.30372,59.88909,45.31921
194,82.24,73.56,46.87,54.2,88.84886,73.27378,55.85793,58.17108,89.55694,72.91695,58.57355,56.1369,89.81773,73.16497,60.87612,51.72901,90.1917,73.12694,60.96618,44.68621,89.98423,73.30615,59.89965,45.29288
195,93.35,73.74,60.27,73.04,89.95578,71.44539,56.17163,59.41974,90.49176,72.11307,58.42384,57.83853,90.21218,72.70007,60.88414,52.34885,90.12884,73.22398,60.99173,44.58049,89.94501,73.30857,59.9102,45.26655
196,89.16,63.94,71.51,45.54,91.0627,69.61699,56.48533,60.6684,91.42657,71.3092,58.27413,59.54016,90.60663,72.23517,60.89215,52.96869,90.06597,73.32103,61.01729,44.47477,89.90578,73.31099,59.92076,45.24022
197,95.13,63.08,55.28,53.33,92.58551,68.97747,57.72423,61.73462,92.05276,70.55554,58.84648,60.24813,90.97925,71.85211,60.89197,53.1687,90.01762,73.40727,61.02255,44.43647,89.86637,73.3139,59.93072,45.2157
198,89.1,64.79,56.91,67.77,94.10832,68.33794,58.96314,62.80084,92.67896,69.80187,59.41884,60.95611,91.35186,71.46906,60.89179,53.36871,89.96927,73.49351,61.02781,44.39816,89.82696,73.31682,59.94069,45.19119
199,100.32,75.45,35.76,75.61,95.63113,67.69842,60.20204,63.86707,93.30515,69.0482,59.9912,61.66409,91.72448,71.08601,60.89161,53.56872,89.92092,73.57976,61.03307,44.35986,89.78754,73.31973,59.95066,45.16668
200,95.61,67.12,67.01,71.46,97.15394,67.05889,61.44094,64.93329,93.93134,68.29454,60.56356,62.37207,92.0971,70.70296,60.89143,53.76873,89.87256,73.666,61.03833,44.32155,89.74813,73.32265,59.96063,45.14217
201,99.61,69.12,38.88,63.29,98.67675,66.41937,62.67985,65.99951,94.55754,67.54087,61.13592,63.08005,92.46971,70.31991,60.89125,53.96875,89.82421,73.75224,61.04359,44.28325,89.70872,73.32556,59.9706,45.11766
202,105.82,61.56,71.8,62.04,97.8311,66.28821,63.14533,66.09697,94.97055,67.32954,61.64935,62.49946,92.68954,70.11572,60.93837,53.67111,89.80883,73.80313,61.02699,44.32213,89.66945,73.32877,59.97972,45.09525
203,104.2,51.22,71.04,38.94,96.98545,66.15705,63.61082,66.19444,95.38356,67.1182,62.16277,61.91886,92.90936,69.91152,60.9855,53.37347,89.79344,73.85402,61.01039,44.36101,89.63019,73.33198,59.98885,45.07284
204,95.45,64.28,67.31,63.31,96.1398,66.02588,64.07631,66.2919,95.79657,66.90686,62.6762,61.33826,93.12919,69.70733,61.03262,53.07584,89.77805,73.90492,60.9938,44.39989,89.59092,73.33518,59.99798,45.05043
205,90.48,65.41,80.37,67.74,95.29415,65.89472,64.54179,66.38937,96.20958,66.69552,63.18963,60.75766,93.34901,69.50314,61.07975,52.7782,89.76267,73.95581,60.9772,44.43877,89.55166,73.33839,60.00711,45.02802
206,93.58,65.45,47.16,73.76,94.4485,65.76356,65.00728,66.48683,96.62259,66.48419,63.70306,60.17706,93.56884,69.29895,61.12687,52.48056,89.74728,74.0067,60.9606,44.47765,89.51239,73.3416,60.01623,45.00561
207,91.71,65.68,63.68,70.13,95.30772,66.05087,65.08827,63.23601,96.46379,66.7188,63.73859,58.44407,93.55841,69.372,61.20581,51.77135,89.76646,74.0088,60.9313,44.56944,89.47345,73.34504,60.0243,44.98527
208,95.29,72.25,27.82,65.87,96.16693,66.33819,65.16926,59.98519,96.30498,66.95341,63.77412,56.71108,93.54797,69.44506,61.28475,51.06213,89.78564,74.01091,60.90199,44.66123,89.43451,73.34848,60.03236,44.96493
209,94.69,63.18,66.25,53.98,97.02614,66.6255,65.25024,56.73437,96.14618,67.18802,63.80966,54.97809,93.53754,69.51812,61.36369,50.35291,89.80482,74.01302,60.87269,44.75302,89.39558,73.35192,60.04043,44.94459
210,102.5,71.55,36.56,52.55,97.88535,66.91281,65.33123,53.48355,95.98738,67.42264,63.84519,53.2451,93.52711,69.59117,61.44263,49.6437,89.82399,74.01512,60.84338,44.8448,89.35664,73.35536,60.04849,44.92425
211,98.58,67.3,60.87,47.86,98.74456,67.20013,65.41222,50.23273,95.82858,67.65725,63.88072,51.51212,93.51667,69.66423,61.52157,48.93448,89.84317,74.01723,60.81408,44.93659,89.3177,73.3588,60.05656,44.90391
212,107.12,59.64,70.03,46.35,97.86865,67.76517,64.7432,47.79503,95.4746,68.09363,63.72527,49.38026,93.27314,70.04986,61.55248,48.02314,89.88473,73.9699,60.78588,45.03443,89.27911,73.36254,60.06348,44.88523
213,99.29,73.43,70.3,63.72,96.99274,68.33021,64.07418,45.35733,95.12063,68.53001,63.56981,47.24841,93.02961,70.43549,61.58339,47.11179,89.92628,73.92258,60.75769,45.13226,89.24053,73.36627,60.0704,44.86654
214,96.85,61.91,73.68,30.78,96.11683,68.89525,63.40516,42.91964,94.76666,68.96639,63.41435,45.11656,92.78608,70.82111,61.6143,46.20045,89.96784,73.87525,60.7295,45.2301,89.20194,73.37001,60.07733,44.84786
215,89.02,64.85,75.98,30.02,95.24091,69.46029,62.73613,40.48194,94.41268,69.40277,63.2589,42.98471,92.54254,71.20674,61.64521,45.2891,90.0094,73.82793,60.70131,45.32794,89.16335,73.37374,60.08425,44.82918
216,96.27,74.43,44.97,38.49,94.365,70.02533,62.06711,38.04424,94.05871,69.83915,63.10344,40.85286,92.29901,71.59237,61.67612,44.37776,90.05095,73.7806,60.67312,45.42578,89.12477,73.37747,60.09117,44.81049
217,97.55,74.39,53.31,42.06,93.45976,70.37049,62.15023,36.89939,93.27111,70.62331,62.77181,39.62443,91.90866,72.14298,61.63135,43.52647,90.09442,73.69902,60.65792,45.48227,89.08637,73.3816,60.09703,44.79286
218,85.16,70.8,58.94,37.61,92.55452,70.71565,62.23334,35.75453,92.48352,71.40748,62.44019,38.39601,91.51831,72.69359,61.58658,42.67519,90.13789,73.61745,60.64272,45.53877,89.04796,73.38573,60.1029,44.77523
219,94.77,72.49,53.43,40.2,91.64928,71.06081,62.31646,34.60968,91.69592,72.19164,62.10857,37.16759,91.12796,73.2442,61.54182,41.82391,90.18136,73.53587,60.62752,45.59527,89.00956,73.38986,60.10876,44.7576
220,85.45,70.06,67.04,29.69,90.74404,71.40597,62.39957,33.46483,90.90833,72.9758,61.77694,35.93916,90.7376,73.79481,61.49705,40.97263,90.22483,73.45429,60.61232,45.65176,88.97116,73.39399,60.11463,44.73997
221,97.46,70.25,73.88,29.53,89.8388,71.75113,62.48269,32.31998,90.12073,73.75997,61.44532,34.71074,90.34725,74.34542,61.45228,40.12135,90.2683,73.37271,60.59712,45.70826,88.93276,73.39812,60.12049,44.72234
222,83.31,66.51,60.44,25.86,89.01417,73.29788,61.83714,32.47866,89.43854,74.71847,61.17719,34.45525,90.0004,74.81381,61.41967,39.62725,90.28995,73.28433,60.59993,45.69483,88.89432,73.40284,60.12543,44.70539
223,91.41,83.11,54.4,38.95,88.18955,74.84463,61.1916,32.63734,88.75635,75.67696,60.90906,34.19976,89.65355,75.28219,61.38706,39.13316,90.3116,73.19594,60.60273,45.68139,88.85588,73.40755,60.13036,44.68844
224,88.84,71.29,69.35,25.7,87.36492,76.39139,60.54605,32.79602,88.07416,76.63546,60.64093,33.94427,89.30669,75.75057,61.35446,38.63907,90.33325,73.10755,60.60554,45.66795,88.81744,73.41226,60.13529,44.67149
225,86.44,75.49,70.83,27.84,86.54029,77.93814,59.90051,32.95471,87.39197,77.59396,60.3728,33.68878,88.95984,76.21895,61.32185,38.14497,90.3549,73.01916,60.60834,45.65452,88.779,73.41698,60.14023,44.65454
226,82.08,80.98,58.4,35.82,85.71566,79.48489,59.25497,33.11339,86.70977,78.55245,60.10467,33.43329,88.61299,76.68734,61.28924,37.65088,90.37654,72.93077,60.61115,45.64108,88.74056,73.42169,60.14516,44.63759
227,83.63,83.52,50.77,35.45,85.38208,80.43334,59.15485,33.34807,86.29544,79.27437,60.07977,33.67917,88.39086,76.94287,61.24503,37.75944,90.35816,72.86599,60.63254,45.55108,88.70194,73.42726,60.14928,44.62127
228,95.22,88.27,46.79,42.62,85.0485,81.38179,59.05473,33.58276,85.88111,79.99629,60.05488,33.92505,88.16874,77.1984,61.20082,37.868,90.33978,72.8012,60.65394,45.46108,88.66331,73.43282,60.15341,44.60496
229,80.28,77.88,63.29,25.63,84.71492,82.33023,58.95461,33.81744,85.46678,80.71821,60.02999,34.17093,87.94662,77.45393,61.1566,37.97656,90.3214,72.73642,60.67534,45.37108,88.62469,73.43839,60.15754,44.58864
230,85.59,82.23,57.97,33.96,84.38134,83.27868,58.85449,34.05213,85.05245,81.44013,60.0051,34.41681,87.72449,77.70946,61.11239,38.08512,90.30302,72.67163,60.69673,45.28108,88.58607,73.44395,60.16166,44.57233
231,84.68,90.75,48.17,42.15,84.04776,84.22713,58.75437,34.28681,84.63812,82.16205,59.9802,34.66269,87.50237,77.96499,61.06818,38.19368,90.28463,72.60685,60.71813,45.19108,88.54744,73.44952,60.16579,44.55601
232,81.53,86.58,61.21,37.38,83.89944,83.96685,59.45116,34.55595,84.68876,82.12517,60.30207,35.38517,87.49324,77.96804,60.88279,38.83612,90.2172,72.58645,60.75314,45.03798,88.50858,73.45613,60.16922,44.54048
233,89.2,84.8,65.69,30.58,83.75113,83.70657,60.14795,34.82509,84.73941,82.08829,60.62394,36.10765,87.48412,77.9711,60.6974,39.47857,90.14976,72.56606,60.78815,44.88488,88.46972,73.46275,60.17264,44.52495
234,74.51,80.32,67.11,23.68,83.60282,83.44629,60.84473,35.09423,84.79006,82.05141,60.9458,36.83013,87.47499,77.97415,60.51201,40.12101,90.08232,72.54566,60.82316,44.73178,88.43086,73.46936,60.17607,44.50941
235,81.85,80.23,60.69,33.1,83.4545,83.18602,61.54152,35.36337,84.84071,82.01453,61.26767,37.55261,87.46587,77.97721,60.32662,40.76345,90.01488,72.52526,60.85817,44.57868,88.39199,73.47598,60.1795,44.49388
